TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-5358351	Signaling by Hedgehog	0.999999999985806	-1.41938194391697e-11	136	0	0	20	8672
R-MMU-1640170	Cell Cycle	0.99999999998595	-1.40498260641826e-11	596	0	0	20	8672
R-MMU-69242	S Phase	0.999999999986459	-1.35407904804305e-11	124	0	0	20	8672
R-MMU-4086400	PCP/CE pathway	0.999999999986749	-1.32511795201689e-11	81	0	0	20	8672
R-MMU-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-438064	Post NMDA receptor activation events	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-1483166	Synthesis of PA	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-69236	G1 Phase	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-69231	Cyclin D associated events in G1	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-5675221	Negative regulation of MAPK pathway	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-5689901	Metalloprotease DUBs	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-111465	Apoptotic cleavage of cellular proteins	0.999999999986961	-1.30388770736528e-11	34	0	0	20	8672
R-MMU-5578775	Ion homeostasis	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-6806667	Metabolism of fat-soluble vitamins	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-194441	Metabolism of non-coding RNA	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-349425	Autodegradation of the E3 ubiquitin ligase COP1	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-69229	Ubiquitin-dependent degradation of Cyclin D1	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-3214842	HDMs demethylate histones	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-75815	Ubiquitin-dependent degradation of Cyclin D	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-191859	snRNP Assembly	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-350562	Regulation of ornithine decarboxylase (ODC)	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-8852135	Protein ubiquitination	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-383280	Nuclear Receptor transcription pathway	0.999999999987186	-1.28143217084457e-11	51	0	0	20	8672
R-MMU-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	0.999999999987243	-1.27573791134499e-11	139	0	0	20	8672
R-MMU-2559583	Cellular Senescence	0.999999999987243	-1.27573791134499e-11	139	0	0	20	8672
R-MMU-5656121	Translesion synthesis by POLI	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-112409	RAF-independent MAPK1/3 activation	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-936440	Negative regulators of RIG-I/MDA5 signaling	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-422085	Synthesis, secretion, and deacylation of Ghrelin	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-205043	NRIF signals cell death from the nucleus	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-429958	mRNA decay by 3' to 5' exoribonuclease	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-5654219	Phospholipase C-mediated cascade: FGFR1	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-418038	Nucleotide-like (purinergic) receptors	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-69205	G1/S-Specific Transcription	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-166663	Initial triggering of complement	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-399956	CRMPs in Sema3A signaling	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-389948	PD-1 signaling	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-193048	Androgen biosynthesis	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-879518	Transport of organic anions	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-5655862	Translesion synthesis by POLK	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-622312	Inflammasomes	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-162710	Synthesis of glycosylphosphatidylinositol (GPI)	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-392154	Nitric oxide stimulates guanylate cyclase	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-8876725	Protein methylation	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-181430	Norepinephrine Neurotransmitter Release Cycle	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-2453902	The canonical retinoid cycle in rods (twilight vision)	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-2029485	Role of phospholipids in phagocytosis	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-164378	PKA activation in glucagon signalling	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-264642	Acetylcholine Neurotransmitter Release Cycle	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-416993	Trafficking of GluR2-containing AMPA receptors	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-3134975	Regulation of innate immune responses to cytosolic DNA	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-1980145	Signaling by NOTCH2	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-1482922	Acyl chain remodelling of PI	0.999999999987264	-1.27364928796111e-11	16	0	0	20	8672
R-MMU-1169408	ISG15 antiviral mechanism	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-8863795	Downregulation of ERBB2 signaling	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-1169410	Antiviral mechanism by IFN-stimulated genes	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-69190	DNA strand elongation	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-179409	APC-Cdc20 mediated degradation of Nek2A	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-174417	Telomere C-strand (Lagging Strand) Synthesis	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-1482839	Acyl chain remodelling of PE	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-73848	Pyrimidine metabolism	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-196807	Nicotinate metabolism	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-70268	Pyruvate metabolism	0.999999999987612	-1.23876718620585e-11	24	0	0	20	8672
R-MMU-375280	Amine ligand-binding receptors	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-418990	Adherens junctions interactions	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-3299685	Detoxification of Reactive Oxygen Species	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-73847	Purine metabolism	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-5696394	DNA Damage Recognition in GG-NER	0.999999999988035	-1.19649036368175e-11	35	0	0	20	8672
R-MMU-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-450302	activated TAK1 mediates p38 MAPK activation	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-912446	Meiotic recombination	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-1912422	Pre-NOTCH Expression and Processing	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-210993	Tie2 Signaling	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-194223	HDL-mediated lipid transport	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-211935	Fatty acids	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-5620916	VxPx cargo-targeting to cilium	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-442660	Na+/Cl- dependent neurotransmitter transporters	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-77595	Processing of Intronless Pre-mRNAs	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-176412	Phosphorylation of the APC/C	0.999999999988315	-1.16851864432307e-11	19	0	0	20	8672
R-MMU-189445	Metabolism of porphyrins	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-114452	Activation of BH3-only proteins	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-210745	Regulation of gene expression in beta cells	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-5674135	MAP2K and MAPK activation	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-1606322	ZBP1(DAI) mediated induction of type I IFNs	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-6807004	Negative regulation of MET activity	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-190241	FGFR2 ligand binding and activation	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-3371571	HSF1-dependent transactivation	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-442982	Ras activation uopn Ca2+ infux through NMDA receptor	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-163210	Formation of ATP by chemiosmotic coupling	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-180024	DARPP-32 events	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-1181150	Signaling by NODAL	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-196299	Beta-catenin phosphorylation cascade	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-389357	CD28 dependent PI3K/Akt signaling	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-1251985	Nuclear signaling by ERBB4	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-5654221	Phospholipase C-mediated cascade; FGFR2	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-110320	Translesion Synthesis by POLH	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-8874081	MET activates PTK2 signaling	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-416700	Other semaphorin interactions	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-2559585	Oncogene Induced Senescence	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-5654704	SHC-mediated cascade:FGFR3	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-5654710	PI-3K cascade:FGFR3	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-888590	GABA synthesis, release, reuptake and degradation	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-437239	Recycling pathway of L1	0.999999999988402	-1.15982673964125e-11	18	0	0	20	8672
R-MMU-114604	GPVI-mediated activation cascade	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-6794362	Protein-protein interactions at synapses	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-189200	Hexose transport	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-1592389	Activation of Matrix Metalloproteinases	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-5693571	Nonhomologous End-Joining (NHEJ)	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-72695	Formation of the ternary complex, and subsequently, the 43S complex	0.999999999989206	-1.07938367110069e-11	48	0	0	20	8672
R-MMU-6806834	Signaling by MET	0.999999999989612	-1.03883064063327e-11	63	0	0	20	8672
R-MMU-216083	Integrin cell surface interactions	0.999999999989612	-1.03883064063327e-11	63	0	0	20	8672
R-MMU-8935690	Miscellaneous digestion events	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-174362	Transport and synthesis of PAPS	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-447043	Neurofascin interactions	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5358493	Synthesis of diphthamide-EEF2	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-74713	IRS activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5632681	Ligand-receptor interactions	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-6787639	GDP-fucose biosynthesis	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-68616	Assembly of the ORC complex at the origin of replication	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-442717	CREB phosphorylation through the activation of CaMKK	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-388479	Vasopressin-like receptors	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-211916	Vitamins	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-8857538	PTK6 promotes HIF1A stabilization	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-111957	Cam-PDE 1 activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-110362	POLB-Dependent Long Patch Base Excision Repair	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-176417	Phosphorylation of Emi1	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-435368	Zinc efflux and compartmentalization by the SLC30 family	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-444257	RSK activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5626978	TNFR1-mediated ceramide production	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-448706	Interleukin-1 processing	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-2428933	SHC-related events triggered by IGF1R	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-6798163	Choline catabolism	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-3065679	SUMO is proteolytically processed	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-947581	Molybdenum cofactor biosynthesis	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-205025	NADE modulates death signalling	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-72764	Eukaryotic Translation Termination	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-211979	Eicosanoids	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-500753	Pyrimidine biosynthesis	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-446199	Synthesis of Dolichyl-phosphate	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-163680	AMPK inhibits chREBP transcriptional activation activity	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-500657	Presynaptic function of Kainate receptors	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-433692	Proton-coupled monocarboxylate transport	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5693548	Sensing of DNA Double Strand Breaks	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5676934	Protein repair	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-196783	Coenzyme A biosynthesis	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-212676	Dopamine Neurotransmitter Release Cycle	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-70350	Fructose catabolism	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-3371511	HSF1 activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-6783783	Interleukin-10 signaling	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-2142688	Synthesis of 5-eicosatetraenoic acids	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-6806942	MET Receptor Activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-196843	Vitamin B2 (riboflavin) metabolism	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-190370	FGFR1b ligand binding and activation	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-8851907	MET activates PI3K/AKT signaling	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-420597	Nectin/Necl  trans heterodimerization	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-5674499	Negative feedback regulation of MAPK pathway	0.999999999989852	-1.01475011326289e-11	6	0	0	20	8672
R-MMU-111469	SMAC-mediated apoptotic response	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-111464	SMAC-mediated dissociation of IAP:caspase complexes	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-159424	Conjugation of carboxylic acids	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-418890	Role of second messengers in netrin-1 signaling	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-77285	Beta oxidation of myristoyl-CoA to lauroyl-CoA	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1368071	NR1D1 (REV-ERBA) represses gene expression	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-111463	SMAC binds to IAPs	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-177135	Conjugation of benzoate with glycine	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-352238	Breakdown of the nuclear lamina	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-351200	Interconversion of polyamines	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-8875791	MET activates STAT3	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-165181	Inhibition of TSC complex formation by PKB	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-110331	Cleavage of the damaged purine	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-428776	Class II GLUTs	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1483248	Synthesis of PIPs at the ER membrane	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1296067	Potassium transport channels	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-844615	The AIM2 inflammasome	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-427589	Type II Na+/Pi cotransporters	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-5667092	Nr1d1 (Rev-erba) represses gene expression	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-77305	Beta oxidation of palmitoyl-CoA to myristoyl-CoA	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-173736	Alternative complement activation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-2465910	MASTL Facilitates Mitotic Progression	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-217271	FMO oxidises nucleophiles	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-139910	Activation of BMF and translocation to mitochondria	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-163282	Mitochondrial transcription initiation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-191650	Regulation of gap junction activity	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-173599	Formation of the active cofactor, UDP-glucuronate	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-156587	Amino Acid conjugation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-265473	Trafficking of dietary sterols	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1299503	TWIK related potassium channel (TREK)	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-162699	Synthesis of dolichyl-phosphate mannose	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-2993913	Clearance of Nuclear Envelope Membranes from Chromatin	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-111446	Activation of BIM and translocation to mitochondria	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-191647	c-src mediated regulation of Cx43 function and closure of gap junctions	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-5627083	RHO GTPases regulate CFTR trafficking	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-350864	Regulation of thyroid hormone activity	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-2395516	Electron transport from NADPH to Ferredoxin	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-5624958	ARL13B-mediated ciliary trafficking of INPP5E	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-446205	Synthesis of GDP-mannose	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-429593	Inositol transporters	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-156582	Acetylation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-8849472	PTK6 Down-Regulation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-3249367	STAT6-mediated induction of chemokines	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1307965	betaKlotho-mediated ligand binding	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-73927	Depurination	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-444411	Rhesus glycoproteins mediate ammonium transport.	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-113507	E2F-enabled inhibition of pre-replication complex formation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-428808	Na+-dependent glucose transporters	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-2161541	Abacavir metabolism	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-5653890	Lactose synthesis	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-428542	Regulation of Commissural axon pathfinding by Slit and Robo	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-190374	FGFR1c and Klotho ligand binding and activation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-111458	Formation of apoptosome	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1606341	IRF3 mediated activation of type 1 IFN	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-379401	Dopamine clearance from the synaptic cleft	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-977442	GABA A (rho) receptor activation	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-380615	Serotonin clearance from the synaptic cleft	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-77108	Utilization of Ketone Bodies	0.999999999990009	-9.99149924416904e-12	3	0	0	20	8672
R-MMU-196849	Metabolism of water-soluble vitamins and cofactors	0.999999999990286	-9.71371809297554e-12	112	0	0	20	8672
R-MMU-381753	Olfactory Signaling Pathway	0.999999999990564	-9.43641935922993e-12	535	0	0	20	8672
R-MMU-72737	Cap-dependent Translation Initiation	0.999999999990982	-9.0181168601159e-12	110	0	0	20	8672
R-MMU-72613	Eukaryotic Translation Initiation	0.999999999990982	-9.0181168601159e-12	110	0	0	20	8672
R-MMU-69206	G1/S Transition	0.999999999990982	-9.0181168601159e-12	110	0	0	20	8672
R-MMU-425407	SLC-mediated transmembrane transport	0.999999999991101	-8.8994089554557e-12	275	0	0	20	8672
R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane	0.999999999991378	-8.6221999052073e-12	87	0	0	20	8672
