TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-2682334	EPH-Ephrin signaling	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-72202	Transport of Mature Transcript to Cytoplasm	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-75109	Triglyceride Biosynthesis	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-70326	Glucose metabolism	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.999999999970843	-2.91571191370973e-11	71	0	0	20	8672
R-MMU-1169091	Activation of NF-kappaB in B cells	0.999999999970979	-2.90211567171813e-11	65	0	0	20	8672
R-MMU-450282	MAPK targets/ Nuclear events mediated by MAP kinases	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-389356	CD28 co-stimulation	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-5365859	RA biosynthesis pathway	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-8875878	MET promotes cell motility	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-5601884	PIWI-interacting RNA (piRNA) biogenesis	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-73777	RNA Polymerase I Chain Elongation	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-392451	G beta:gamma signalling through PI3Kgamma	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-5694530	Cargo concentration in the ER	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-400253	Circadian Clock	0.999999999971011	-2.89892279123367e-11	29	0	0	20	8672
R-MMU-196854	Metabolism of vitamins and cofactors	0.999999999971039	-2.89604482241444e-11	162	0	0	20	8672
R-MMU-5621481	C-type lectin receptors (CLRs)	0.999999999971239	-2.87608097386625e-11	117	0	0	20	8672
R-MMU-499943	Synthesis and interconversion of nucleotide di- and triphosphates	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-5576893	Phase 2 - plateau phase	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-198725	Nuclear Events (kinase and transcription factor activation)	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-425410	Metal ion SLC transporters	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-166208	mTORC1-mediated signalling	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-419037	NCAM1 interactions	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-5654693	FRS-mediated FGFR1 signaling	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-5654699	SHC-mediated cascade:FGFR2	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-8855121	VLDL interactions	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-210500	Glutamate Neurotransmitter Release Cycle	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-5654695	PI-3K cascade:FGFR2	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-5621575	CD209 (DC-SIGN) signaling	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-201451	Signaling by BMP	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	0.999999999971263	-2.87371803238923e-11	23	0	0	20	8672
R-MMU-68882	Mitotic Anaphase	0.999999999971317	-2.86824648081906e-11	172	0	0	20	8672
R-MMU-2555396	Mitotic Metaphase and Anaphase	0.99999999997155	-2.84504469107927e-11	173	0	0	20	8672
R-MMU-5654696	Downstream signaling of activated FGFR2	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-8866654	E3 ubiquitin ligases ubiquitinate target proteins	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-186712	Regulation of beta-cell development	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-399719	Trafficking of AMPA receptors	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-2514859	Inactivation, recovery and regulation of the phototransduction cascade	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-212718	EGFR interacts with phospholipase C-gamma	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-6794361	Interactions of neurexins and neuroligins at synapses	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-399721	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-70263	Gluconeogenesis	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-3000171	Non-integrin membrane-ECM interactions	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-390918	Peroxisomal lipid metabolism	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-1638074	Keratan sulfate/keratin metabolism	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-5654733	Negative regulation of FGFR4 signaling	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-2129379	Molecules associated with elastic fibres	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-73772	RNA Polymerase I Promoter Escape	0.999999999971713	-2.82870452327016e-11	30	0	0	20	8672
R-MMU-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0.999999999971743	-2.8256857218517e-11	78	0	0	20	8672
R-MMU-68875	Mitotic Prophase	0.999999999971743	-2.8256857218517e-11	78	0	0	20	8672
R-MMU-2559580	Oxidative Stress Induced Senescence	0.999999999971743	-2.8256857218517e-11	78	0	0	20	8672
R-MMU-195253	Degradation of beta-catenin by the destruction complex	0.999999999971743	-2.8256857218517e-11	78	0	0	20	8672
R-MMU-5334118	DNA methylation	0.999999999971743	-2.8256857218517e-11	78	0	0	20	8672
R-MMU-8856828	Clathrin-mediated endocytosis	0.999999999971886	-2.81140288447033e-11	115	0	0	20	8672
R-MMU-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-1679131	Trafficking and processing of endosomal TLR	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-182971	EGFR downregulation	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-5654712	FRS-mediated FGFR4 signaling	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-174048	APC/C:Cdc20 mediated degradation of Cyclin B	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-77289	Mitochondrial Fatty Acid Beta-Oxidation	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-1614635	Sulfur amino acid metabolism	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-1474165	Reproduction	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-5205647	Mitophagy	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-975298	Ligand-gated ion channel transport	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-5205685	Pink/Parkin Mediated Mitophagy	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-1187000	Fertilization	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-69273	Cyclin A/B1 associated events during G2/M transition	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-1592230	Mitochondrial biogenesis	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-5627123	RHO GTPases activate PAKs	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-2173789	TGF-beta receptor signaling activates SMADs	0.999999999972034	-2.79660883476251e-11	22	0	0	20	8672
R-MMU-69481	G2/M Checkpoints	0.999999999972158	-2.78416069014646e-11	147	0	0	20	8672
R-MMU-3108214	SUMOylation of DNA damage response and repair proteins	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-8876198	RAB GEFs exchange GTP for GDP on RABs	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-1474290	Collagen formation	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-3371556	Cellular response to heat stress	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-5693607	Processing of DNA double-strand break ends	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-422356	Regulation of insulin secretion	0.999999999972172	-2.78276777993771e-11	73	0	0	20	8672
R-MMU-380972	Energy dependent regulation of mTOR by LKB1-AMPK	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-917977	Transferrin endocytosis and recycling	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-390466	Chaperonin-mediated protein folding	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-442742	CREB phosphorylation through the activation of Ras	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-6783589	Interleukin-6 family signaling	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-3000178	ECM proteoglycans	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-391251	Protein folding	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-72086	mRNA Capping	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-5689896	Ovarian tumor domain proteases	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-5654732	Negative regulation of FGFR3 signaling	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-70171	Glycolysis	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-111996	Ca-dependent events	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-75067	Processing of Capped Intronless Pre-mRNA	0.99999999997233	-2.76696009116074e-11	28	0	0	20	8672
R-MMU-212300	PRC2 methylates histones and DNA	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-1296072	Voltage gated Potassium channels	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-2980766	Nuclear Envelope Breakdown	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-432040	Vasopressin regulates renal water homeostasis via Aquaporins	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-70153	Glucose transport	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-6796648	TP53 Regulates Transcription of DNA Repair Genes	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-6788656	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	0.999999999972612	-2.73878140342838e-11	43	0	0	20	8672
R-MMU-5689603	UCH proteinases	0.999999999972671	-2.73289381490155e-11	94	0	0	20	8672
R-MMU-5610787	Hedgehog 'off' state	0.999999999972671	-2.73289381490155e-11	94	0	0	20	8672
R-MMU-2132295	MHC class II antigen presentation	0.999999999972671	-2.73289381490155e-11	94	0	0	20	8672
R-MMU-5607764	CLEC7A (Dectin-1) signaling	0.999999999972671	-2.73289381490155e-11	94	0	0	20	8672
R-MMU-8856688	Golgi-to-ER retrograde transport	0.999999999973159	-2.68409095997081e-11	79	0	0	20	8672
R-MMU-69620	Cell Cycle Checkpoints	0.99999999997332	-2.66795217571792e-11	178	0	0	20	8672
R-MMU-3858494	Beta-catenin independent WNT signaling	0.999999999973465	-2.65353523653589e-11	107	0	0	20	8672
R-MMU-2187338	Visual phototransduction	0.999999999973467	-2.6532858206158e-11	88	0	0	20	8672
R-MMU-202424	Downstream TCR signaling	0.999999999973467	-2.6532858206158e-11	88	0	0	20	8672
R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-5578749	Transcriptional regulation by small RNAs	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-611105	Respiratory electron transport	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-975871	MyD88 cascade initiated on plasma membrane	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-181438	Toll Like Receptor 2 (TLR2) Cascade	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-166058	MyD88:Mal cascade initiated on plasma membrane	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-5687128	MAPK6/MAPK4 signaling	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-2871837	FCERI mediated NF-kB activation	0.999999999973481	-2.65192397457786e-11	74	0	0	20	8672
R-MMU-1566948	Elastic fibre formation	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-176187	Activation of ATR in response to replication stress	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-5620920	Cargo trafficking to the periciliary membrane	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-196071	Metabolism of steroid hormones	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-5685938	HDR through Single Strand Annealing (SSA)	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-6811438	Intra-Golgi traffic	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-3928665	EPH-ephrin mediated repulsion of cells	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-109606	Intrinsic Pathway for Apoptosis	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-75893	TNF signaling	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-3928662	EPHB-mediated forward signaling	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	0.999999999973521	-2.64792063631416e-11	37	0	0	20	8672
R-MMU-381070	IRE1alpha activates chaperones	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-380320	Recruitment of NuMA to mitotic centrosomes	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-203615	eNOS activation	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-1368092	Rora activates gene expression	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-71240	Tryptophan catabolism	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-73621	Pyrimidine catabolism	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-1296346	Tandem pore domain potassium channels	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-390666	Serotonin receptors	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-8851680	Butyrophilin (BTN) family interactions	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-159740	Gamma-carboxylation of protein precursors	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-8875555	MET activates RAP1 and RAC1	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-209952	Peptide hormone biosynthesis	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-74259	Purine catabolism	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-68689	CDC6 association with the ORC:origin complex	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-200425	Import of palmitoyl-CoA into the mitochondrial matrix	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-2160916	Hyaluronan uptake and degradation	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-190828	Gap junction trafficking	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-912631	Regulation of signaling by CBL	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-193692	Regulated proteolysis of p75NTR	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-391160	Signal regulatory protein (SIRP) family interactions	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-196780	Biotin transport and metabolism	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-73929	Base-Excision Repair, AP Site Formation	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-375281	Hormone ligand-binding receptors	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-189451	Heme biosynthesis	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-190373	FGFR1c ligand binding and activation	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-177504	Retrograde neurotrophin signalling	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-417957	P2Y receptors	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-2468052	Establishment of Sister Chromatid Cohesion	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-1912420	Pre-NOTCH Processing in Golgi	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-549127	Organic cation transport	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-376172	DSCAM interactions	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-174414	Processive synthesis on the C-strand of the telomere	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-350054	Notch-HLH transcription pathway	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-199220	Vitamin B5 (pantothenate) metabolism	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-2586551	Signaling by Leptin	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-2022923	Dermatan sulfate biosynthesis	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-8851805	MET activates RAS signaling	0.99999999997355	-2.64502734747599e-11	11	0	0	20	8672
R-MMU-6805567	Keratinization	0.999999999973637	-2.6363481541685e-11	150	0	0	20	8672
R-MMU-380270	Recruitment of mitotic centrosome proteins and complexes	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-69304	Regulation of DNA replication	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-380287	Centrosome maturation	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-69473	G2/M DNA damage checkpoint	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.999999999973782	-2.62181516472985e-11	75	0	0	20	8672
R-MMU-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-8854214	TBC/RABGAPs	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-508751	Circadian Clock	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-6791312	TP53 Regulates Transcription of Cell Cycle Genes	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-390522	Striated Muscle Contraction	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-5654726	Negative regulation of FGFR1 signaling	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-420092	Glucagon-type ligand receptors	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-6806003	Regulation of TP53 Expression and Degradation	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-73863	RNA Polymerase I Transcription Termination	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-5663213	RHO GTPases Activate WASPs and WAVEs	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-68962	Activation of the pre-replicative complex	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-2514856	The phototransduction cascade	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-5654687	Downstream signaling of activated FGFR1	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-6804757	Regulation of TP53 Degradation	0.999999999973882	-2.6118063272035e-11	31	0	0	20	8672
R-MMU-73887	Death Receptor Signalling	0.999999999974031	-2.59691028759676e-11	42	0	0	20	8672
R-MMU-5693579	Homologous DNA Pairing and Strand Exchange	0.999999999974031	-2.59691028759676e-11	42	0	0	20	8672
R-MMU-917937	Iron uptake and transport	0.999999999974031	-2.59691028759676e-11	42	0	0	20	8672
R-MMU-69275	G2/M Transition	0.999999999974053	-2.59466858496973e-11	165	0	0	20	8672
R-MMU-983712	Ion channel transport	0.999999999974181	-2.58193785459829e-11	186	0	0	20	8672
R-MMU-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0.999999999974262	-2.57379498275693e-11	64	0	0	20	8672
R-MMU-5173105	O-linked glycosylation	0.999999999974262	-2.57379498275693e-11	64	0	0	20	8672
R-MMU-73856	RNA Polymerase II Transcription Termination	0.999999999974262	-2.57379498275693e-11	64	0	0	20	8672
R-MMU-69615	G1/S DNA Damage Checkpoints	0.999999999974262	-2.57379498275693e-11	64	0	0	20	8672
R-MMU-109688	Cleavage of Growing Transcript in the Termination Region	0.999999999974262	-2.57379498275693e-11	64	0	0	20	8672
R-MMU-1834949	Cytosolic sensors of pathogen-associated DNA	0.999999999974676	-2.53240558998603e-11	57	0	0	20	8672
R-MMU-4641258	Degradation of DVL	0.999999999974676	-2.53240558998603e-11	57	0	0	20	8672
R-MMU-3371453	Regulation of HSF1-mediated heat shock response	0.999999999974676	-2.53240558998603e-11	57	0	0	20	8672
R-MMU-5610780	Degradation of GLI1 by the proteasome	0.999999999974676	-2.53240558998603e-11	57	0	0	20	8672
R-MMU-2467813	Separation of Sister Chromatids	0.999999999974688	-2.5312121137123e-11	166	0	0	20	8672
R-MMU-5693538	Homology Directed Repair	0.999999999974691	-2.53094104505487e-11	109	0	0	20	8672
R-MMU-8849470	PTK6 Regulates Cell Cycle	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-5621480	Dectin-2 family	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-442745	Activation of CaMK IV	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-419771	Opsins	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-399710	Activation of AMPA receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-3000471	Scavenging by Class B Receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-3000484	Scavenging by Class F Receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1614517	Sulfide oxidation to sulfate	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-447115	Interleukin-12 signaling	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-111932	CaMK IV-mediated phosphorylation of CREB	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-392851	Prostacyclin signalling through prostacyclin receptor	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-5610783	Degradation of GLI2 by the proteasome	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-75072	mRNA Editing	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-8853383	Lysosomal oligosaccharide catabolism	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-2142850	Hyaluronan biosynthesis and export	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6799990	Metal sequestration by antimicrobial proteins	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-427975	Proton/oligopeptide cotransporters	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-5661231	Metallothioneins bind metals	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
